,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
14790,-117.12,32.56,20,2524,682,1819,560,2.9286,NEAR OCEAN
3557,-118.56,34.24,23,2980,362,1208,378,8.1714,<1H OCEAN
7583,-118.22,33.91,27,500,159,732,162,2.7426,<1H OCEAN
10094,-117.96,33.94,31,2397,518,1407,476,2.6641,<1H OCEAN
18333,-122.16,37.45,19,2207,810,1304,775,2.1406,NEAR BAY
12751,-121.38,38.62,41,774,144,356,150,3.5625,INLAND
6881,-118.09,34.07,31,1054,252,1032,258,2.3424,<1H OCEAN
13821,-117.23,34.49,9,4055,536,1458,478,5.4201,INLAND
17515,-121.93,37.33,44,1449,291,676,282,3.575,<1H OCEAN
10310,-117.76,33.88,9,4838,759,2090,695,6.6536,<1H OCEAN
6877,-118.1,34.07,36,3661,956,3816,931,2.5104,<1H OCEAN
4122,-118.23,34.14,39,277,89,182,91,2.3958,<1H OCEAN
2202,-119.86,36.82,12,1488,253,675,223,4.7622,INLAND
2725,-115.55,32.79,22,565,162,692,141,1.2083,INLAND
6214,-117.91,34.07,36,1390,270,887,266,5.0897,<1H OCEAN
12249,-116.95,33.76,10,6890,1702,3141,1451,1.7079,INLAND
6000,-117.75,34.08,33,1067,194,600,201,4.0368,INLAND
14081,-117.12,32.77,43,2167,464,977,461,3.125,NEAR OCEAN
4883,-118.26,34.02,38,1091,349,1786,340,2.131,<1H OCEAN
5127,-118.27,33.99,41,656,162,730,170,1.8047,<1H OCEAN
10748,-117.88,33.64,16,3615,570,1209,559,8.5574,<1H OCEAN
20529,-121.78,38.55,12,10509,2186,5633,2138,2.9605,INLAND
8563,-118.41,33.92,29,1436,401,674,343,3.6389,<1H OCEAN
96,-122.26,37.82,31,4596,1331,2048,1180,2.8345,NEAR BAY
10201,-117.94,33.88,35,1694,296,679,282,4.3333,<1H OCEAN
2371,-119.56,36.7,40,1195,326,1135,315,2.1182,INLAND
406,-122.27,37.9,52,2041,270,671,253,6.9414,NEAR BAY
10458,-117.65,33.48,6,1638,188,572,174,13.0502,<1H OCEAN
18508,-122.01,36.99,28,1321,240,652,239,4.9808,NEAR OCEAN
9471,-123.85,39.42,11,1804,506,895,451,1.7574,<1H OCEAN
6242,-117.98,34.06,36,2391,407,1967,398,4.0274,<1H OCEAN
16165,-122.5,37.77,52,2739,569,1312,531,3.5833,NEAR BAY
510,-122.22,37.82,39,2492,310,808,315,11.8603,NEAR BAY
5007,-118.33,34.02,46,2223,361,968,373,4.26,<1H OCEAN
18213,-122.06,37.38,21,1798,399,837,410,5.6999,NEAR BAY
17516,-121.93,37.33,44,2142,358,846,375,5.4273,<1H OCEAN
11025,-117.82,33.79,26,2641,633,3657,617,4.1339,<1H OCEAN
12432,-116.12,33.53,17,2421,820,2971,685,1.654,INLAND
13766,-117.08,34.08,34,45,11,39,14,3.0625,INLAND
18099,-122.04,37.32,27,2826,451,1259,439,5.7528,<1H OCEAN
5038,-118.35,33.98,47,2512,461,1082,426,3.8235,<1H OCEAN
15470,-117.2,33.16,13,4503,1137,3094,1091,2.3159,<1H OCEAN
13061,-121.29,38.6,29,1276,225,600,223,4.0938,INLAND
11413,-117.95,33.7,17,5781,924,2585,915,5.343,<1H OCEAN
9566,-120.6,37.35,34,1722,316,904,315,2.4653,INLAND
11769,-121.36,38.73,21,2253,416,1050,411,3.141,INLAND
19910,-119.3,36.32,23,3521,615,1712,636,3.3875,INLAND
17600,-121.9,37.3,52,1456,269,582,277,5.036,<1H OCEAN
11401,-117.93,33.72,17,4461,585,2095,580,7.6709,<1H OCEAN
15379,-117.25,33.36,6,3725,960,2833,915,2.3214,<1H OCEAN
4159,-118.19,34.12,35,2524,749,2487,679,2.4932,<1H OCEAN
6371,-118,34.15,48,3436,673,1540,648,4.275,INLAND
11247,-118,33.81,13,2782,605,1749,628,4.1276,<1H OCEAN
2358,-119.63,36.79,19,1317,189,517,187,4.526,INLAND
12054,-117.57,33.88,35,1755,446,1453,428,2.316,INLAND
2027,-119.76,36.72,24,1240,265,1035,232,2.875,INLAND
15767,-122.43,37.77,52,2685,629,1170,614,3.6894,NEAR BAY
6021,-117.76,34.06,30,1700,504,1719,459,2.227,INLAND
7366,-118.21,33.96,38,2090,519,1871,504,2.4688,<1H OCEAN
5051,-118.34,34.01,35,1359,359,655,341,2.5568,<1H OCEAN
19995,-119.35,36.19,6,958,226,734,230,1.0349,INLAND
2840,-118.97,35.4,34,1859,323,854,309,3.1906,INLAND
12905,-121.33,38.61,21,2453,518,1326,505,2.7079,INLAND
10241,-117.88,33.89,17,3218,923,1701,824,3.6946,<1H OCEAN
10990,-117.81,33.74,24,2696,649,1908,626,3.3047,<1H OCEAN
3453,-118.42,34.3,29,3334,712,2919,718,3.6548,<1H OCEAN
8915,-118.46,34.03,52,523,,317,130,2.2794,<1H OCEAN
3391,-118.35,34.21,42,1073,220,804,226,3.75,<1H OCEAN
8283,-118.13,33.78,45,1016,172,361,163,7.5,NEAR OCEAN
131,-122.19,37.84,18,1617,210,533,194,11.6017,NEAR BAY
2824,-119.07,35.42,19,3889,832,1872,731,2.6812,INLAND
7476,-118.2,33.93,36,1191,345,1193,295,2.5185,<1H OCEAN
19940,-119.29,36.28,23,1895,340,749,313,2.2333,INLAND
16360,-121.3,38,23,3706,1106,3785,1019,1.7774,INLAND
16167,-122.51,37.78,45,2564,499,1056,460,4.7328,NEAR BAY
1275,-121.7,37.93,10,3258,612,1779,558,4.6587,INLAND
17876,-121.99,37.39,25,3495,834,2484,797,4.8145,<1H OCEAN
15229,-117.16,33.06,16,1988,279,770,252,5.8661,NEAR OCEAN
16822,-122.53,37.65,20,4582,1124,2325,1040,4.0556,NEAR OCEAN
4733,-118.36,34.05,50,3518,812,1724,758,3.0833,<1H OCEAN
11568,-118.02,33.76,25,1759,404,1404,385,3.6289,<1H OCEAN
4582,-118.27,34.06,17,2124,1168,3915,1137,1.1346,<1H OCEAN
2629,-124.19,40.73,21,5694,1056,2907,972,3.5363,NEAR OCEAN
3753,-118.39,34.17,40,1696,372,835,385,3.6563,<1H OCEAN
9316,-122.46,37.98,10,1325,189,427,162,12.0933,NEAR BAY
16541,-121.23,37.79,21,1922,373,1130,372,4.0815,INLAND
11000,-117.79,33.75,26,2893,345,983,326,13.466,<1H OCEAN
17081,-122.19,37.47,44,1371,263,589,301,4.8068,NEAR BAY
9630,-121,37.26,45,1750,371,847,354,1.7062,INLAND
20106,-120.29,37.94,17,1459,297,753,271,3.05,INLAND
3274,-122.91,39.05,20,1128,229,621,210,3.2216,INLAND
11782,-121.24,38.78,18,549,143,249,136,0.8691,INLAND
14556,-117.24,32.98,4,6423,1042,2607,983,7.6348,NEAR OCEAN
18711,-122.42,40.59,24,5045,972,2220,979,2.6792,INLAND
8506,-118.3,33.88,30,1348,333,885,322,3.2574,<1H OCEAN
16172,-122.54,37.72,17,2975,968,1453,828,3.527,NEAR OCEAN
19676,-121.63,39.16,7,1879,444,1065,410,2.4183,INLAND
15859,-122.39,37.76,52,1877,427,712,398,3.9722,NEAR BAY
16007,-122.45,37.74,46,6429,1093,2535,1109,5.0887,NEAR BAY
9407,-122.56,37.9,36,1760,283,562,246,6.7546,NEAR BAY
8746,-118.34,33.8,25,4177,832,2123,789,5.0814,<1H OCEAN
5486,-118.46,33.98,27,2217,520,806,458,3.8935,<1H OCEAN
3920,-118.56,34.2,36,1544,308,891,286,4.175,<1H OCEAN
16568,-121.42,37.71,7,8297,1433,4189,1271,4.3696,INLAND
10613,-117.8,33.67,5,2638,521,1179,480,5.7759,<1H OCEAN
19657,-120.84,37.48,10,2874,612,1960,596,2.7381,INLAND
737,-122.13,37.67,38,2012,347,880,332,3.1734,NEAR BAY
9438,-119.98,37.43,12,2776,592,1236,489,2.5551,INLAND
17186,-122.34,37.46,21,1799,293,576,277,7.439,NEAR OCEAN
126,-122.22,37.84,50,2935,473,1031,479,7.5,NEAR BAY
6043,-117.74,34.05,29,2452,700,3029,665,2.1354,INLAND
1242,-122,38.99,39,1548,323,815,286,2.9489,INLAND
4131,-118.2,34.13,52,2035,459,2589,438,3.5349,<1H OCEAN
8669,-118.43,33.82,34,2112,614,946,574,4.6048,NEAR OCEAN
15882,-122.39,37.74,42,4110,846,2147,674,2.5694,NEAR BAY
5333,-118.45,34.04,19,3330,1010,1837,915,3.0173,<1H OCEAN
6518,-118.01,34.07,24,5684,1485,6626,1481,2.2559,INLAND
12616,-121.55,38.51,14,5490,851,2415,837,6.5253,INLAND
8442,-118.36,33.9,42,1935,388,1136,379,4.74,<1H OCEAN
19590,-120.85,37.57,27,819,157,451,150,3.4934,INLAND
20577,-121.94,38.89,15,1462,314,774,271,2.5478,INLAND
14820,-117.11,32.67,46,928,236,790,235,1.6806,NEAR OCEAN
18185,-122.04,37.38,38,2850,550,1518,514,4.2028,<1H OCEAN
11677,-118,33.86,32,1162,196,563,178,3.875,<1H OCEAN
2559,-124.15,40.81,50,340,74,235,83,1.75,NEAR OCEAN
19772,-122.17,39.94,32,2352,477,1316,447,2.2292,INLAND
18720,-122.37,40.6,7,5178,1336,2557,1283,2.4079,INLAND
14441,-117.25,32.81,32,2402,551,1020,532,3.3942,NEAR OCEAN
6505,-118.06,34.08,34,1197,260,942,245,3.4202,<1H OCEAN
1765,-122.33,37.95,46,1543,339,777,322,4.0927,NEAR BAY
897,-121.96,37.53,28,2949,529,1538,545,4.9615,<1H OCEAN
17920,-121.99,37.35,16,3249,947,1637,841,4.5427,<1H OCEAN
2517,-122.16,39.78,32,1288,221,562,203,2.325,INLAND
16849,-122.42,37.62,39,1355,214,682,246,6.3443,NEAR OCEAN
11815,-121.1,38.95,17,1475,403,943,363,2.1287,INLAND
6478,-118.04,34.09,34,2001,388,1461,397,3.8304,INLAND
15513,-117.03,33.18,17,5391,886,2732,830,5.1771,<1H OCEAN
1613,-122.1,37.88,35,3701,528,1511,517,7.2315,NEAR BAY
4776,-118.33,34.04,33,1806,444,1161,393,2.5927,<1H OCEAN
1020,-121.78,37.66,25,1947,418,900,354,3.8523,INLAND
12482,-121.5,38.58,20,4018,1220,1570,1122,2.5821,INLAND
17806,-121.87,37.38,16,3275,529,1863,527,5.5429,<1H OCEAN
20039,-118.97,36.06,26,1289,262,1100,244,1.975,INLAND
16832,-122.5,37.59,36,1521,253,736,241,4.3542,NEAR OCEAN
16827,-122.53,37.63,27,2589,658,1386,608,2.9087,NEAR OCEAN
16013,-122.47,37.74,52,3797,668,1633,658,5.6787,NEAR BAY
7718,-118.13,33.95,24,6662,1852,3792,1735,3.1104,<1H OCEAN
5260,-118.5,34.05,39,1487,163,414,160,15,<1H OCEAN
8962,-118.39,34,40,1565,269,826,268,5.2035,<1H OCEAN
15330,-117.32,33.23,24,2580,604,982,569,1.6402,NEAR OCEAN
12531,-121.5,38.57,44,1375,351,766,321,2.1719,INLAND
4739,-118.38,34.05,40,2352,598,1133,563,3.238,<1H OCEAN
5613,-118.25,33.79,34,1349,371,1716,380,2.7143,NEAR OCEAN
5718,-118.24,34.21,32,3817,886,1888,829,3.5777,<1H OCEAN
15560,-117.06,33.09,11,7483,1276,3516,1261,4.0484,<1H OCEAN
411,-122.28,37.89,52,1225,169,412,168,5.7912,NEAR BAY
20049,-119.42,35.97,21,554,121,426,122,2.3516,INLAND
11085,-117.89,33.84,35,3315,744,2425,687,3.5521,<1H OCEAN
10531,-117.71,33.57,4,3289,753,1285,651,4.045,<1H OCEAN
13000,-121.26,38.67,18,1830,313,905,361,4.2273,INLAND
13793,-117.54,34.47,4,6712,1200,3126,1026,3.2277,INLAND
7534,-118.23,33.91,34,1060,276,1215,250,2.0804,<1H OCEAN
19475,-120.96,37.67,17,2434,511,1558,546,2.9219,INLAND
17909,-121.97,37.36,36,765,134,306,136,4.575,<1H OCEAN
7573,-118.21,33.9,43,1810,357,1335,358,3.1189,<1H OCEAN
8844,-118.39,34.09,28,2347,608,785,548,4.4167,<1H OCEAN
16592,-121.43,37.73,40,1718,391,1312,388,2.9955,INLAND
15425,-117.27,33.19,8,973,289,663,209,2.724,NEAR OCEAN
2797,-118.18,36.63,23,2311,487,1019,384,2.2574,INLAND
4170,-118.21,34.1,47,5077,1271,3348,1106,3.0377,<1H OCEAN
4376,-118.28,34.1,49,2843,880,2004,796,2.7875,<1H OCEAN
14641,-117.2,32.79,29,1213,,654,246,4.5987,NEAR OCEAN
19780,-122.68,41.15,32,817,206,224,89,3.631,INLAND
19356,-123.03,38.79,16,4047,769,1998,673,3.375,<1H OCEAN
17264,-119.71,34.41,31,1034,319,997,308,2.6538,NEAR OCEAN
19625,-121.01,37.33,17,1926,410,1054,321,1.6214,INLAND
18645,-121.98,36.96,20,3495,818,2186,772,3.1167,NEAR OCEAN
13148,-121.29,36.9,17,3610,593,1734,559,5.8324,INLAND
7858,-118.14,33.89,33,2867,786,1774,705,2.9292,<1H OCEAN
2111,-119.74,36.76,42,2093,470,1621,438,1.7994,INLAND
13008,-121.29,38.68,20,1881,378,921,360,1.8589,INLAND
18491,-121.58,37.03,16,3120,685,2383,681,3.5551,INLAND
18142,-122.05,37.34,31,1443,215,627,222,6.6087,<1H OCEAN
5707,-118.23,34.21,36,2988,719,1357,657,3.5174,<1H OCEAN
1942,-120.93,38.65,12,2213,384,1097,351,4.5568,INLAND
12363,-116.47,33.84,3,9169,1512,3838,1270,4.3111,INLAND
20114,-120.47,37.96,25,2505,529,1145,483,2.006,INLAND
14313,-117.13,32.7,35,365,98,463,112,2.5588,NEAR OCEAN
3535,-118.55,34.27,25,4919,661,2183,625,8.1356,<1H OCEAN
3074,-119.24,35.77,28,1737,521,1764,514,1.7813,INLAND
2269,-119.79,36.79,33,3433,785,1806,783,1.9386,INLAND
13079,-121.34,38.55,11,2838,498,1701,504,4.1447,INLAND
17468,-119.84,34.45,26,4424,616,1839,601,6.3654,NEAR OCEAN
11162,-118,33.83,26,1718,385,1022,368,3.9333,<1H OCEAN
11692,-117.99,33.87,34,1239,307,869,291,3.59,<1H OCEAN
4913,-118.27,34.01,43,1235,385,1745,372,2.0817,<1H OCEAN
1981,-120.84,38.63,12,1313,231,731,232,5.7373,INLAND
5667,-118.3,33.72,28,2647,658,1459,595,3.4474,NEAR OCEAN
19925,-119.32,36.32,35,2316,387,849,378,4.3816,INLAND
13102,-121.35,38.46,2,6992,1132,2816,984,4.3879,INLAND
10644,-117.81,33.56,24,6258,1003,1730,752,10.9601,<1H OCEAN
19603,-121.04,37.6,27,958,184,580,177,2.1875,INLAND
2071,-119.85,36.74,35,1191,190,537,182,3.5375,INLAND
2486,-120.37,36.15,34,2084,339,868,347,4.381,INLAND
18735,-122.4,40.51,20,1750,352,834,340,2.485,INLAND
1408,-122.06,37.94,19,4005,972,1896,893,2.5268,NEAR BAY
500,-122.27,37.85,52,1974,426,875,363,1.5817,NEAR BAY
16368,-121.31,38.01,22,2101,514,1304,511,2.8348,INLAND
16762,-122.49,37.68,35,2405,461,1583,471,5.0659,NEAR OCEAN
10142,-117.89,33.9,23,1533,226,693,230,7.898,<1H OCEAN
914,-121.99,37.53,25,5405,939,2831,923,5.0423,<1H OCEAN
2803,-119.03,35.42,38,2952,598,1491,568,2.6094,INLAND
13800,-117.36,34.54,7,3940,764,2140,711,3.0357,INLAND
13878,-117.35,34.44,9,11810,2181,6716,2081,3.1821,INLAND
9645,-120.87,37.05,29,4176,779,2092,741,2.595,INLAND
11197,-117.93,33.84,26,2811,612,1374,566,3.475,<1H OCEAN
12926,-121.3,38.66,28,3391,550,1546,553,4.2188,INLAND
17096,-122.23,37.46,33,2643,464,1015,427,4.2232,NEAR OCEAN
15874,-122.4,37.75,52,1182,307,1029,306,2.0577,NEAR BAY
10574,-117.7,33.72,6,211,51,125,44,1.9659,<1H OCEAN
1181,-121.55,39.48,41,461,107,284,90,2.2045,INLAND
9596,-120.45,37.31,20,4379,753,2055,716,3.7652,INLAND
18536,-122.01,36.97,35,1605,392,743,382,2.5368,NEAR OCEAN
16431,-121.32,38.15,5,5428,994,2725,902,3.9323,INLAND
14286,-117.12,32.72,36,6096,1285,3093,1229,3.37,NEAR OCEAN
19239,-122.63,38.5,19,2107,332,874,341,5.7819,<1H OCEAN
7538,-118.21,33.91,26,2422,632,2601,583,1.7824,<1H OCEAN
8826,-118.36,34.09,30,2353,728,1365,718,2.0702,<1H OCEAN
8147,-118.1,33.83,36,2000,343,956,352,5.3735,<1H OCEAN
785,-122.11,37.64,8,3592,849,1907,746,3.6708,NEAR BAY
3829,-118.46,34.19,20,5992,1820,4826,1632,2.7237,<1H OCEAN
20330,-119.03,34.25,25,3344,502,1483,496,6.196,<1H OCEAN
10235,-117.92,33.86,26,745,161,247,151,3.6375,<1H OCEAN
18385,-121.83,37.2,6,3694,574,1554,527,6.8333,<1H OCEAN
11729,-120.01,39.26,26,1930,391,307,138,2.6023,INLAND
19083,-122.48,38.32,42,2106,533,1141,445,3.1129,<1H OCEAN
1328,-121.87,38.02,31,3644,746,2229,678,3.1389,INLAND
13033,-121.2,38.66,17,1605,217,732,241,5.47,INLAND
17776,-121.84,37.38,34,762,182,611,193,3.5625,<1H OCEAN
16263,-121.26,37.95,44,819,184,677,183,1.725,INLAND
2794,-117.9,36.95,19,99,26,51,22,1.7292,INLAND
5109,-118.31,33.96,43,2149,493,1316,462,1.528,<1H OCEAN
3723,-118.42,34.19,33,3285,830,2281,786,2.6165,<1H OCEAN
12793,-121.45,38.64,23,1481,343,1079,315,1.867,INLAND
7791,-118.07,33.89,35,1145,274,1651,265,3.125,<1H OCEAN
20267,-119.19,34.2,18,3620,,3171,779,3.3409,NEAR OCEAN
18774,-122.31,40.47,26,2723,551,1326,547,2.3594,INLAND
3461,-118.45,34.32,23,3481,641,1952,682,4.26,<1H OCEAN
18007,-121.96,37.29,24,1240,263,690,276,5,<1H OCEAN
19059,-122.49,38.22,33,1486,290,781,274,3.5647,NEAR BAY
13197,-117.7,34.07,33,1552,288,1326,303,3.7969,INLAND
10338,-117.81,33.79,25,5950,1155,4528,1064,4.2564,<1H OCEAN
15312,-117.38,33.2,17,1877,581,1288,426,1.9386,NEAR OCEAN
5362,-118.41,34.03,36,3053,635,1234,577,5.1637,<1H OCEAN
20620,-121.48,39.05,40,198,41,151,48,4.5625,INLAND
3329,-122.74,38.83,12,4515,909,1554,528,3.3531,<1H OCEAN
17997,-121.96,37.28,33,1940,327,877,314,5.4386,<1H OCEAN
15910,-122.42,37.74,52,1271,353,1076,324,2.9911,NEAR BAY
5338,-118.45,34.04,21,2819,648,1435,593,3.9489,<1H OCEAN
1793,-122.42,37.93,47,3453,779,1353,728,4.016,NEAR BAY
10724,-117.8,33.63,15,3236,451,1289,416,11.1121,<1H OCEAN
10776,-117.9,33.65,30,2196,486,1131,460,4.4135,<1H OCEAN
5691,-118.24,34.23,43,1061,208,514,208,6.01,<1H OCEAN
11136,-117.95,33.85,13,6963,1426,3892,1375,4.1325,<1H OCEAN
18094,-122.06,37.34,13,2057,466,790,436,5.0081,<1H OCEAN
16905,-122.35,37.58,26,854,246,396,231,2.8393,NEAR OCEAN
14628,-117.18,32.76,17,711,254,327,227,2.6493,NEAR OCEAN
17836,-121.86,37.41,16,2411,420,1671,442,6.5004,<1H OCEAN
3588,-118.54,34.23,29,1753,342,1318,333,4.125,<1H OCEAN
12820,-121.48,38.61,18,1511,315,1062,304,2.3438,INLAND
8008,-118.11,33.85,36,2418,389,1138,387,4.8393,<1H OCEAN
17873,-121.97,37.44,17,127,28,219,22,4.5179,<1H OCEAN
18654,-121.96,36.98,16,4907,1117,2265,1048,2.6757,NEAR OCEAN
8671,-118.38,33.82,35,3053,623,1311,589,5.1589,NEAR OCEAN
12265,-116.88,33.74,20,3111,623,1000,508,1.5982,INLAND
10065,-121.13,39.31,17,3442,705,1693,619,2.8102,INLAND
15364,-117.21,33.34,10,5294,817,2312,810,5.4563,<1H OCEAN
4453,-118.17,34.1,48,2514,595,2484,601,3.1146,<1H OCEAN
13862,-117.25,34.41,13,3682,668,1606,668,2.1875,INLAND
3322,-122.84,38.98,21,939,176,556,178,1.7196,INLAND
2015,-119.8,36.71,29,1541,291,1007,313,2.0043,INLAND
3715,-118.41,34.19,39,1169,242,612,247,4.1429,<1H OCEAN
14564,-117.2,32.84,34,3353,544,1583,571,4.55,NEAR OCEAN
4240,-118.32,34.11,33,5135,1450,2404,1292,3.2462,<1H OCEAN
12665,-121.44,38.49,31,4297,788,2083,771,3.3878,INLAND
4311,-118.32,34.09,28,2173,819,2548,763,1.879,<1H OCEAN
1879,-119.94,38.92,24,1258,216,235,96,4.6,INLAND
7487,-118.21,33.92,28,2949,1003,4551,930,1.9026,<1H OCEAN
1938,-120.98,38.68,5,4810,909,2242,900,3.2964,INLAND
19212,-122.71,38.45,39,2739,573,1223,569,2.9663,<1H OCEAN
4487,-118.19,34.05,46,1051,302,1435,305,1.6667,<1H OCEAN
7644,-118.27,33.82,37,943,218,803,216,5.2287,<1H OCEAN
3702,-118.36,34.18,36,2233,605,1934,599,2.8784,<1H OCEAN
7922,-118.08,33.86,29,3260,783,1969,737,3.5268,<1H OCEAN
11764,-121.27,38.72,6,4664,644,2105,663,6.0804,INLAND
2728,-115.55,32.79,23,1004,221,697,201,1.6351,INLAND
4996,-118.3,33.99,47,2212,533,1903,554,1.9853,<1H OCEAN
5318,-118.42,34.06,44,533,90,291,97,10.8045,<1H OCEAN
12535,-121.51,38.56,43,1048,312,1320,294,1.0649,INLAND
18227,-122.09,37.41,14,753,193,421,153,4.2463,NEAR BAY
7044,-118.04,33.95,35,1945,357,1227,359,5.2162,<1H OCEAN
9199,-119.66,37.39,10,2106,410,1003,397,2.7813,INLAND
12065,-117.55,33.85,4,8207,1373,3887,1304,4.8686,INLAND
13664,-117.31,34.03,9,1199,187,629,207,5.7393,INLAND
12517,-121.46,38.56,52,907,180,479,177,2.2125,INLAND
1070,-121.84,39.75,29,4362,1053,2053,1000,1.7284,INLAND
3141,-118.17,34.86,21,2370,540,1488,554,2.7361,INLAND
15576,-116.88,33.05,11,7217,1583,4197,1502,2.8827,<1H OCEAN
20009,-119.06,36.15,25,2402,478,1527,461,2.3194,INLAND
15923,-122.43,37.72,48,1289,280,782,235,3.6719,NEAR BAY
11683,-117.99,33.86,20,3540,906,2898,876,3.0252,<1H OCEAN
7263,-118.23,33.99,37,378,176,714,156,2.1912,<1H OCEAN
8613,-118.37,33.87,23,1829,331,891,356,6.5755,<1H OCEAN
13334,-117.67,34.05,6,2833,628,1717,589,3.2062,INLAND
19436,-121,37.69,18,3469,661,1452,628,3.4079,INLAND
12262,-116.95,33.78,24,3409,804,1939,739,1.7303,INLAND
14243,-117.1,32.69,11,3071,911,2812,774,1.2413,NEAR OCEAN
7390,-118.24,33.96,34,1724,432,1876,416,2.1078,<1H OCEAN
14776,-117.08,32.58,22,2128,477,1420,450,3.2687,NEAR OCEAN
2322,-119.71,36.83,15,2727,500,1228,436,3.5078,INLAND
18852,-122.3,41.31,29,4059,787,1700,702,2.4526,INLAND
11706,-120.06,39.09,30,2979,583,316,124,2.1987,INLAND
19684,-121.62,39.14,41,2183,559,1202,506,1.6902,INLAND
13728,-117.18,34.05,29,3436,731,1323,676,2.4943,INLAND
19024,-121.99,38.34,16,1470,261,748,256,4.0433,INLAND
11749,-121.15,38.8,20,2104,370,745,314,4.1685,INLAND
10260,-117.85,33.89,22,4020,655,1486,635,5.9639,<1H OCEAN
508,-122.3,37.84,14,7355,2408,3100,2051,4.0018,NEAR BAY
18791,-122.56,40.75,20,1182,250,512,210,1.7935,INLAND
1175,-121.57,39.48,15,202,54,145,40,0.8252,INLAND
4143,-118.19,34.12,41,2591,682,2366,583,2.3071,<1H OCEAN
10305,-117.78,33.88,16,1800,238,871,234,6.6678,<1H OCEAN
19634,-120.89,37.52,42,1200,221,647,192,2.5402,INLAND
8797,-118.46,33.77,28,3065,406,1101,391,10.5536,NEAR OCEAN
14348,-117.19,32.75,52,25,5,13,5,0.536,NEAR OCEAN
15176,-117.08,33.03,10,2296,450,818,405,4.3424,<1H OCEAN
13803,-117.53,34.28,35,1529,338,688,256,4.1083,INLAND
11900,-117.37,33.94,14,9286,1269,3565,1238,6.6635,INLAND
13558,-117.32,34.1,42,801,176,711,183,1.8681,INLAND
10986,-117.83,33.75,34,2660,601,1475,567,3.4152,<1H OCEAN
2920,-119.02,35.37,44,2687,620,1521,549,1.7213,INLAND
19020,-121.98,38.35,16,1697,267,832,277,4.4375,INLAND
6311,-118,34.03,25,6909,1154,3912,1121,5.257,<1H OCEAN
13232,-117.68,34.14,4,4791,695,1871,659,6.9532,INLAND
11924,-117.39,33.95,35,1599,284,721,287,4.125,INLAND
1987,-119.81,36.73,47,1314,416,1155,326,1.372,INLAND
2838,-119,35.39,51,1373,284,648,300,2.8295,INLAND
17183,-122.5,37.51,11,749,137,355,124,8.2364,NEAR OCEAN
14642,-117.2,32.79,34,757,212,409,222,3.2312,NEAR OCEAN
669,-122.15,37.7,36,1468,252,733,229,3.4583,NEAR BAY
13002,-121.26,38.66,8,1145,241,447,216,4.0781,INLAND
2837,-119,35.39,42,2839,516,1203,487,3.7708,INLAND
18316,-122.13,37.44,42,2390,462,1146,468,6.3111,NEAR BAY
2374,-119.57,36.7,7,1761,309,974,308,3.7261,INLAND
2881,-118.99,35.38,26,1317,374,1025,304,1.4024,INLAND
3473,-118.49,34.28,27,2535,389,1071,386,6.8695,<1H OCEAN
2415,-119.44,36.59,32,1153,236,761,241,2.825,INLAND
1462,-122,37.96,32,3364,666,1980,678,3.7,INLAND
6764,-118.14,34.09,20,3447,1007,2622,934,2.918,<1H OCEAN
9002,-118.34,33.99,48,1172,205,497,190,3.825,<1H OCEAN
14282,-117.13,32.72,32,2197,623,1784,599,1.901,NEAR OCEAN
18465,-121.72,37.16,21,1062,179,631,185,4.7386,<1H OCEAN
1565,-121.93,37.78,2,227,35,114,49,3.1591,<1H OCEAN
20125,-118.8,34.41,45,1610,,1148,347,2.7,<1H OCEAN
18388,-121.89,37.23,20,7754,976,3094,941,8.19,<1H OCEAN
20457,-118.77,34.28,6,4685,965,2180,909,4.5458,<1H OCEAN
3210,-119.63,36.32,36,1518,287,749,255,2.2333,INLAND
4499,-118.21,34.05,28,1079,306,1358,285,2.52,<1H OCEAN
13578,-117.28,34.13,29,2077,577,1418,524,1.8281,INLAND
12321,-116.61,33.93,35,321,71,157,61,2.8056,INLAND
1855,-124.22,41.73,28,3003,699,1530,653,1.7038,NEAR OCEAN
6631,-118.16,34.16,44,1284,278,925,261,1.7321,<1H OCEAN
9449,-119.85,37.39,14,2744,555,1153,474,2.753,INLAND
3193,-119.72,36.32,40,1185,221,676,256,2.2721,INLAND
2868,-118.94,35.37,33,3372,741,2352,704,2.0643,INLAND
17518,-121.91,37.34,35,2189,607,1193,562,2.8042,<1H OCEAN
2069,-119.87,36.72,30,1584,316,984,300,2.0658,INLAND
17027,-122.29,37.51,35,3040,520,1374,518,6.1004,NEAR OCEAN
15930,-122.43,37.73,52,1985,401,1337,424,4.1071,NEAR BAY
15533,-117.1,33.14,7,10665,2576,4917,2424,2.3171,<1H OCEAN
15221,-117.06,32.97,17,4754,877,2412,832,4.3548,<1H OCEAN
12401,-116.31,33.65,8,3079,558,1572,474,4.5938,INLAND
17935,-121.95,37.35,42,1421,330,659,303,3.3333,<1H OCEAN
3833,-118.44,34.2,35,1717,478,1628,495,2.5197,<1H OCEAN
1015,-121.77,37.67,20,8068,1217,3489,1259,5.7907,INLAND
19775,-122.2,39.93,9,1296,287,768,260,1.9191,INLAND
12189,-117.33,33.67,27,4376,1003,2667,870,1.9194,<1H OCEAN
136,-122.19,37.83,29,1791,271,661,269,6.8538,NEAR BAY
4921,-118.25,34,32,1218,342,1292,304,1.5781,<1H OCEAN
